最寄駅からの距離,面積,築年数,地上,階,地価,家賃,url
0.0,55.502195622435025,44,5,1.0,1854132,1.0791812460476249,https://suumo.jp/chintai/jnc_000075054502/?bc=100286665148
556.033091432499,23.363425959063047,31,2,1.0,1496795,0.7781512503836436,https://suumo.jp/chintai/jnc_000072323657/?bc=100271980056
285.2389540263471,29.511726206524667,0,11,3.0,16507437,1.08278537031645,https://suumo.jp/chintai/jnc_000077575337/?bc=100301259038
869.8619132580933,41.51835318394092,0,5,3.0,13430106,1.2479732663618066,https://suumo.jp/chintai/jnc_000077600418/?bc=100301731056
2256.815261639951,41.43389814118405,35,2,2.0,1545083,0.8325089127062363,https://suumo.jp/chintai/jnc_000058978662/?bc=100223095049
855.7168732054812,23.363425959063047,6,11,6.0,1442115,0.9319661147281727,https://suumo.jp/chintai/jnc_000019088053/?bc=100291438924
816.8000734599456,23.363425959063047,17,9,7.0,3411426,0.9542425094393249,https://suumo.jp/chintai/jnc_000076207049/?bc=100283600671
441.8902915933265,41.51835318394092,3,12,3.0,2422709,1.2148438480476977,https://suumo.jp/chintai/jnc_000076489428/?bc=100286189555
494.048369895509,58.676715183246074,32,6,5.0,5865664,1.2041199826559248,https://suumo.jp/chintai/jnc_000038403097/?bc=100301896973
841.3340567666663,23.363425959063047,15,3,2.0,2422709,0.8920946026904804,https://suumo.jp/chintai/jnc_000077568585/?bc=100301560633
312.46362169489566,20.34486809575056,17,4,1.0,4517355,0.9912260756924949,https://suumo.jp/chintai/jnc_000076634094/?bc=100260203664
791.5059854098827,58.676715183246074,6,13,3.0,11969925,1.334453751150931,https://suumo.jp/chintai/jnc_000077509786/?bc=100301099427
656.6693953507065,23.363425959063047,15,8,6.0,2147815,0.919078092376074,https://suumo.jp/chintai/jnc_000070708047/?bc=100263811385
644.1602601677454,58.676715183246074,56,2,1.0,2448394,1.2041199826559248,https://suumo.jp/chintai/jnc_000077610293/?bc=100301628468
0.0,41.43389814118405,55,4,4.0,17617168,0.8750612633917001,https://suumo.jp/chintai/jnc_000074247291/?bc=100283390754
180.4009644307072,23.363425959063047,18,12,6.0,16507437,0.9444826721501687,https://suumo.jp/chintai/jnc_000077187985/?bc=100299115539
0.0,23.363425959063047,0,4,2.0,11969925,1.1271047983648077,https://suumo.jp/chintai/jnc_000077632006/?bc=100300604885
238.64802516071467,23.363425959063047,2,4,3.0,11969925,1.0530784434834197,https://suumo.jp/chintai/jnc_000066709264/?bc=100301855467
883.7805888273044,41.43389814118405,43,4,3.0,2448394,1.1205739312058498,https://suumo.jp/chintai/jnc_000061723530/?bc=100300411045
0.0,55.502195622435025,34,4,2.0,2363400,1.021189299069938,https://suumo.jp/chintai/jnc_000076482566/?bc=100288027118
451.0023911271641,41.51835318394092,13,12,10.0,3411426,1.271841606536499,https://suumo.jp/chintai/jnc_000077414918/?bc=100300404804
451.0023911271641,23.363425959063047,0,5,3.0,1977887,0.9111576087399766,https://suumo.jp/chintai/jnc_000075965288/?bc=100288580525
510.2509635423574,55.502195622435025,38,4,4.0,1545083,0.9822712330395684,https://suumo.jp/chintai/jnc_000055426344/?bc=100288106403
0.0,23.363425959063047,0,5,5.0,1272955,0.9319661147281727,https://suumo.jp/chintai/jnc_000076482909/?bc=100282046335
791.5059854098827,20.34486809575056,13,4,2.0,13430106,1.0086001717619175,https://suumo.jp/chintai/jnc_000044089199/?bc=100029068500
611.7694130878281,41.51835318394092,18,11,1.0,11969925,1.255272505103306,https://suumo.jp/chintai/jnc_000076564382/?bc=100300816123
312.46362169489566,23.363425959063047,45,4,2.0,5006795,0.8388490907372553,https://suumo.jp/chintai/jnc_000066812451/?bc=100301690552
563.3018070002643,20.34486809575056,44,2,1.0,1977887,0.7160033436347992,https://suumo.jp/chintai/jnc_000039943533/?bc=100296725007
403.38880853108,23.363425959063047,20,12,11.0,17617168,1.1205739312058498,https://suumo.jp/chintai/jnc_000064620703/?bc=100295549768
393.17477519736167,23.363425959063047,0,5,1.0,5006795,0.8864907251724818,https://suumo.jp/chintai/jnc_000076260205/?bc=100282465490
299.16114033783214,41.51835318394092,0,14,10.0,5006795,1.2041199826559248,https://suumo.jp/chintai/jnc_000076928583/?bc=100294498467
591.4840942743939,23.363425959063047,0,14,2.0,3411426,0.9731278535996987,https://suumo.jp/chintai/jnc_000077665317/?bc=100297129391
0.0,23.363425959063047,0,5,2.0,1272955,0.9164539485499251,https://suumo.jp/chintai/jnc_000076482899/?bc=100296668088
238.64802516071467,20.34486809575056,42,4,1.0,2448394,0.7160033436347992,https://suumo.jp/chintai/jnc_000076955773/?bc=100283129283
1108.4020387125458,41.43389814118405,44,2,2.0,2448394,0.919078092376074,https://suumo.jp/chintai/jnc_000077510273/?bc=100300932356
662.8354409626206,23.363425959063047,0,7,4.0,2081252,1.0374264979406236,https://suumo.jp/chintai/jnc_000075629474/?bc=100253208982
650.4448998836752,23.363425959063047,37,7,4.0,1496795,0.7923916894982539,https://suumo.jp/chintai/jnc_000048438013/?bc=100290251036
1549.244098107823,23.363425959063047,35,3,1.0,1545083,0.6989700043360189,https://suumo.jp/chintai/jnc_000039168481/?bc=100299155885
270.6014299668946,23.363425959063047,17,10,4.0,14625228,1.0791812460476249,https://suumo.jp/chintai/jnc_000057792943/?bc=100295879510
1340.926518188982,23.363425959063047,0,13,3.0,5006795,1.0170333392987803,https://suumo.jp/chintai/jnc_000076666147/?bc=100296298291
0.0,41.51835318394092,30,20,19.0,14625228,1.4082399653118496,https://suumo.jp/chintai/jnc_000077076899/?bc=100298610261
468.6954350099881,58.676715183246074,24,3,2.0,1496795,1.0934216851622351,https://suumo.jp/chintai/jnc_000076989341/?bc=100298317013
1557.10168477758,23.363425959063047,6,3,3.0,1977887,0.8976270912904415,https://suumo.jp/chintai/jnc_000077692471/?bc=100298741329
954.5921393284908,41.43389814118405,32,1,1.0,1496795,0.8260748027008264,https://suumo.jp/chintai/jnc_000076190718/?bc=100301208772
801.7193891659706,23.363425959063047,24,7,3.0,2457808,0.8325089127062363,https://suumo.jp/chintai/jnc_000077543562/?bc=100301158817
0.0,23.363425959063047,42,3,2.0,5865664,0.8325089127062363,https://suumo.jp/chintai/jnc_000066981670/?bc=100298195395
238.64802516071467,41.51835318394092,2,4,3.0,11969925,1.2227164711475833,https://suumo.jp/chintai/jnc_000068003052/?bc=100302055603
393.17477519736167,23.363425959063047,0,8,3.0,2147815,1.0530784434834197,https://suumo.jp/chintai/jnc_000077581376/?bc=100300167889
371.9061035517604,23.363425959063047,24,11,10.0,4034090,1.0530784434834197,https://suumo.jp/chintai/jnc_000070401365/?bc=100242597920
704.4882552688413,29.511726206524667,0,15,12.0,2147815,1.0128372247051722,https://suumo.jp/chintai/jnc_000076740085/?bc=100298973060
441.8902915933265,41.43389814118405,35,3,2.0,1442115,0.8920946026904804,https://suumo.jp/chintai/jnc_000074009314/?bc=100281366560
662.8354409626206,23.363425959063047,35,2,1.0,3411426,0.8129133566428556,https://suumo.jp/chintai/jnc_000073806932/?bc=100283920018
710.2392757513168,23.363425959063047,1,8,1.0,1442115,0.8260748027008264,https://suumo.jp/chintai/jnc_000076852121/?bc=100301600249
423.0777420395452,41.51835318394092,35,3,3.0,3411426,1.0718820073061255,https://suumo.jp/chintai/jnc_000077194728/?bc=100290889832
1172.6062203406073,23.363425959063047,16,15,2.0,3411426,0.9395192526186185,https://suumo.jp/chintai/jnc_000076235004/?bc=100293683702
591.4840942743939,58.676715183246074,0,3,1.0,2422709,1.2922560713564761,https://suumo.jp/chintai/jnc_000076533652/?bc=100295847264
715.9441010498273,23.363425959063047,39,6,5.0,4034090,0.8573324964312685,https://suumo.jp/chintai/jnc_000077489122/?bc=100290152856
494.048369895509,23.363425959063047,8,4,1.0,2448394,1.0,https://suumo.jp/chintai/jnc_000015465485/?bc=100294004235
611.7694130878281,20.34486809575056,1,5,1.0,1977887,0.8573324964312685,https://suumo.jp/chintai/jnc_000077447111/?bc=100300963861
0.0,23.363425959063047,2,5,2.0,2448394,1.021189299069938,https://suumo.jp/chintai/jnc_000068445061/?bc=100285828742
0.0,23.363425959063047,7,9,5.0,1442115,0.8864907251724818,https://suumo.jp/chintai/jnc_000058459457/?bc=100300487743
423.0777420395452,23.363425959063047,7,10,3.0,2081252,0.9637878273455552,https://suumo.jp/chintai/jnc_000055785236/?bc=100275526724
413.3505156790167,41.51835318394092,2,13,5.0,3157182,1.1522883443830565,https://suumo.jp/chintai/jnc_000076928972/?bc=100301157324
403.38880853108,41.51835318394092,17,3,3.0,4034090,1.167317334748176,https://suumo.jp/chintai/jnc_000077702494/?bc=100296207643
598.322288388739,20.34486809575056,8,5,3.0,1977887,0.9493900066449128,https://suumo.jp/chintai/jnc_000041241641/?bc=100291365797
220.94515598428748,29.511726206524667,0,14,13.0,5006795,1.0681858617461617,https://suumo.jp/chintai/jnc_000075542894/?bc=100289510957
0.0,20.34486809575056,2,2,1.0,2422709,0.7363965022766424,https://suumo.jp/chintai/jnc_000063466962/?bc=100301694074
0.0,29.511726206524667,3,3,2.0,2422709,1.0413926851582251,https://suumo.jp/chintai/jnc_000076916511/?bc=100301188993
624.9272435772695,23.363425959063047,0,4,1.0,3411426,1.0681858617461617,https://suumo.jp/chintai/jnc_000077532759/?bc=100300727494
1126.603615098967,41.51835318394092,0,7,4.0,17617168,1.2227164711475833,https://suumo.jp/chintai/jnc_000077105083/?bc=100300476601
591.4840942743939,29.511726206524667,0,2,1.0,17617168,0.9956351945975499,https://suumo.jp/chintai/jnc_000077403095/?bc=100300023217
618.3833218650562,23.363425959063047,51,4,3.0,2363400,0.7781512503836436,https://suumo.jp/chintai/jnc_000076342817/?bc=100294336335
674.99857467155,20.34486809575056,6,2,1.0,1272955,0.7160033436347992,https://suumo.jp/chintai/jnc_000060595781/?bc=100287119605
958.8442415166264,58.676715183246074,38,5,1.0,4034090,1.4471580313422192,https://suumo.jp/chintai/jnc_000077560409/?bc=100301278413
337.49928721765025,58.676715183246074,14,43,6.0,14625228,1.5877109650189114,https://suumo.jp/chintai/jnc_000077692059/?bc=100302031173
0.0,23.363425959063047,7,5,1.0,2448394,0.9294189257142927,https://suumo.jp/chintai/jnc_000076851594/?bc=100276640328
855.7168732054812,23.363425959063047,10,5,3.0,1977887,0.9030899869919435,https://suumo.jp/chintai/jnc_000077681857/?bc=100301973894
0.0,23.363425959063047,16,3,1.0,1496795,0.8920946026904804,https://suumo.jp/chintai/jnc_000073738958/?bc=100301722965
704.4882552688413,23.363425959063047,31,3,2.0,1272955,0.7781512503836436,https://suumo.jp/chintai/jnc_000014901935/?bc=100249826233
0.0,23.363425959063047,33,3,2.0,5865664,0.8920946026904804,https://suumo.jp/chintai/jnc_000076235309/?bc=100294302769
285.2389540263471,23.363425959063047,12,5,2.0,2363400,0.9242792860618817,https://suumo.jp/chintai/jnc_000077201509/?bc=100299199156
403.38880853108,41.51835318394092,3,4,2.0,4034090,1.14921911265538,https://suumo.jp/chintai/jnc_000076407603/?bc=100294969356
662.8354409626206,20.34486809575056,4,7,2.0,2081252,1.1038037209559568,https://suumo.jp/chintai/jnc_000047674410/?bc=100294553170
285.2389540263471,23.363425959063047,19,12,5.0,16507437,0.9867717342662449,https://suumo.jp/chintai/jnc_000077021652/?bc=100298358362
255.1254728687103,20.34486809575056,0,5,5.0,3411426,0.9684829485539351,https://suumo.jp/chintai/jnc_000077396946/?bc=100295587570
710.2392757513168,23.363425959063047,21,7,3.0,1977887,0.9637878273455552,https://suumo.jp/chintai/jnc_000026476792/?bc=100291232777
0.0,41.51835318394092,18,15,14.0,17617168,1.2041199826559248,https://suumo.jp/chintai/jnc_000077615106/?bc=100297317767
403.38880853108,31.99122774327122,35,2,1.0,1442115,0.8450980400142568,https://suumo.jp/chintai/jnc_000076511867/?bc=100271630401
710.2392757513168,41.43389814118405,34,2,2.0,1854132,0.8750612633917001,https://suumo.jp/chintai/jnc_000075343661/?bc=100262466753
468.6954350099881,20.34486809575056,27,9,5.0,2448394,0.8750612633917001,https://suumo.jp/chintai/jnc_000054035228/?bc=100293118931
413.3505156790167,78.9015819829717,27,5,3.0,1272955,1.0718820073061255,https://suumo.jp/chintai/jnc_000076956341/?bc=100297890477
1158.646127541915,41.51835318394092,25,4,3.0,2448394,1.0413926851582251,https://suumo.jp/chintai/jnc_000069107383/?bc=100300744755
393.17477519736167,23.363425959063047,17,15,6.0,14625228,1.0606978403536116,https://suumo.jp/chintai/jnc_000039387365/?bc=100297314969
0.0,23.363425959063047,16,3,1.0,3411426,0.9294189257142927,https://suumo.jp/chintai/jnc_000039228939/?bc=100296800950
360.8019163796639,20.34486809575056,0,2,1.0,1442115,0.8228216453031046,https://suumo.jp/chintai/jnc_000077358412/?bc=100300097468
738.322736927367,23.363425959063047,33,2,1.0,1545083,0.6532125137753437,https://suumo.jp/chintai/jnc_000075260881/?bc=100301437562
1112.0661879827817,29.511726206524667,33,5,2.0,1854132,0.8260748027008264,https://suumo.jp/chintai/jnc_000058752064/?bc=100300945073
618.3833218650562,41.51835318394092,0,3,2.0,2363400,1.0681858617461617,https://suumo.jp/chintai/jnc_000077666022/?bc=100299411796
459.9339993962994,20.34486809575056,38,5,3.0,2448394,0.6720978579357175,https://suumo.jp/chintai/jnc_000076868233/?bc=100297303933
0.0,23.363425959063047,20,10,8.0,5865664,0.8633228601204559,https://suumo.jp/chintai/jnc_000070329676/?bc=100297291880
451.0023911271641,23.363425959063047,15,8,5.0,17617168,0.9444826721501687,https://suumo.jp/chintai/jnc_000022187526/?bc=100296145550
459.9339993962994,29.511726206524667,9,3,2.0,5865664,1.0253058652647702,https://suumo.jp/chintai/jnc_000076772778/?bc=100297012399
704.4882552688413,23.363425959063047,0,14,6.0,1272955,0.8948696567452525,https://suumo.jp/chintai/jnc_000075425035/?bc=100298490837
846.1554898820968,23.363425959063047,27,10,3.0,4034090,0.8976270912904415,https://suumo.jp/chintai/jnc_000076223921/?bc=100293622649
1835.3082350482773,41.51835318394092,3,3,2.0,3157182,0.9867717342662449,https://suumo.jp/chintai/jnc_000059487907/?bc=100300963321
1115.7183038237088,23.363425959063047,16,14,6.0,1272955,0.8450980400142568,https://suumo.jp/chintai/jnc_000076548031/?bc=100295695459
0.0,58.676715183246074,26,24,18.0,11969925,1.3579348470004537,https://suumo.jp/chintai/jnc_000077692094/?bc=100302030077
270.6014299668946,23.363425959063047,23,5,5.0,14625228,1.0253058652647702,https://suumo.jp/chintai/jnc_000076186844/?bc=100284190036
0.0,29.511726206524667,22,10,3.0,17617168,1.0,https://suumo.jp/chintai/jnc_000019938226/?bc=100297279939
0.0,78.31682337992376,0,3,2.0,2457808,1.3283796034387378,https://suumo.jp/chintai/jnc_000075260723/?bc=100287899951
1067.2664574117568,58.676715183246074,29,6,2.0,2457808,1.252853030979893,https://suumo.jp/chintai/jnc_000073207966/?bc=100277219162
644.1602601677454,23.363425959063047,48,2,2.0,1977887,0.6989700043360189,https://suumo.jp/chintai/jnc_000053177271/?bc=100301664774
656.6693953507065,29.511726206524667,0,3,2.0,2457808,1.021189299069938,https://suumo.jp/chintai/jnc_000077324128/?bc=100299941810
459.9339993962994,20.34486809575056,9,8,5.0,5865664,0.9493900066449128,https://suumo.jp/chintai/jnc_000073200250/?bc=100230039789
337.49928721765025,23.363425959063047,17,5,1.0,2448394,0.8573324964312685,https://suumo.jp/chintai/jnc_000069986496/?bc=100282757152
477.2960693301381,58.676715183246074,11,12,9.0,17617168,1.3710678622717363,https://suumo.jp/chintai/jnc_000076907418/?bc=100297674995
403.38880853108,20.34486809575056,7,2,2.0,4034090,0.9912260756924949,https://suumo.jp/chintai/jnc_000044575037/?bc=100298583421
548.6680888902431,56.34977642276423,0,12,6.0,2081252,1.252853030979893,https://suumo.jp/chintai/jnc_000074939468/?bc=100287591753
0.0,23.363425959063047,10,9,3.0,13430106,1.0374264979406236,https://suumo.jp/chintai/jnc_000077305808/?bc=100299155041
0.0,20.34486809575056,23,7,2.0,13430106,0.9493900066449128,https://suumo.jp/chintai/jnc_000076058695/?bc=100295880892
337.49928721765025,41.43389814118405,39,3,2.0,5865664,0.9242792860618817,https://suumo.jp/chintai/jnc_000069995371/?bc=100299918698
1275.6274017903288,23.363425959063047,23,3,3.0,1496795,0.7781512503836436,https://suumo.jp/chintai/jnc_000077638913/?bc=100302014037
816.8000734599456,20.34486809575056,31,4,1.0,1545083,0.6989700043360189,https://suumo.jp/chintai/jnc_000056973188/?bc=100285303489
468.6954350099881,31.99122774327122,0,13,11.0,5006795,1.0453229787866574,https://suumo.jp/chintai/jnc_000077249846/?bc=100297312899
441.8902915933265,23.363425959063047,5,14,9.0,2147815,1.0791812460476249,https://suumo.jp/chintai/jnc_000076553568/?bc=100276711851
0.0,23.363425959063047,0,6,4.0,2422709,0.9138138523837167,https://suumo.jp/chintai/jnc_000075011121/?bc=100286549257
518.1623035266635,20.34486809575056,33,4,3.0,3157182,0.8450980400142568,https://suumo.jp/chintai/jnc_000077428793/?bc=100300643299
598.322288388739,23.363425959063047,20,12,9.0,16507437,0.9684829485539351,https://suumo.jp/chintai/jnc_000049817654/?bc=100298859484
518.1623035266635,23.363425959063047,16,13,13.0,16507437,1.0863598306747482,https://suumo.jp/chintai/jnc_000076624043/?bc=100296180474
954.5921393284908,20.34486809575056,0,2,1.0,1496795,0.7363965022766424,https://suumo.jp/chintai/jnc_000077410750/?bc=100300931849
494.048369895509,23.363425959063047,0,4,2.0,1442115,0.9344984512435677,https://suumo.jp/chintai/jnc_000076687822/?bc=100288865912
432.58629521370864,23.363425959063047,23,3,2.0,1854132,0.7993405494535817,https://suumo.jp/chintai/jnc_000060017911/?bc=100301506507
432.58629521370864,31.99122774327122,53,4,4.0,1545083,0.7634279935629372,https://suumo.jp/chintai/jnc_000077366344/?bc=100300135412
611.7694130878281,58.676715183246074,24,9,7.0,13430106,1.3979400086720377,https://suumo.jp/chintai/jnc_000076920186/?bc=100300871776
591.4840942743939,23.363425959063047,21,3,2.0,1545083,0.8573324964312685,https://suumo.jp/chintai/jnc_000061417218/?bc=100285762774
477.2960693301381,23.363425959063047,0,6,3.0,13430106,1.1553360374650619,https://suumo.jp/chintai/jnc_000077515986/?bc=100300963619
631.4033471320668,20.34486809575056,14,8,4.0,2147815,0.8419848045901139,https://suumo.jp/chintai/jnc_000077509980/?bc=100288628655
403.38880853108,20.34486809575056,20,10,7.0,17617168,0.9912260756924949,https://suumo.jp/chintai/jnc_000072985631/?bc=100293642045
0.0,23.363425959063047,0,7,1.0,2081252,0.9444826721501687,https://suumo.jp/chintai/jnc_000077305372/?bc=100300964689
710.2392757513168,23.363425959063047,1,5,5.0,1854132,0.9084850188786497,https://suumo.jp/chintai/jnc_000076989073/?bc=100298217447
897.4834317363657,23.363425959063047,17,5,2.0,1496795,0.8512583487190752,https://suumo.jp/chintai/jnc_000077549686/?bc=100301190219
1130.2087561985372,23.363425959063047,15,2,1.0,1545083,0.7403626894942439,https://suumo.jp/chintai/jnc_000075484928/?bc=100289104337
811.804307078208,23.363425959063047,14,4,4.0,1545083,0.7923916894982539,https://suumo.jp/chintai/jnc_000077693249/?bc=100266887337
337.49928721765025,23.363425959063047,43,2,2.0,3157182,0.6989700043360189,https://suumo.jp/chintai/jnc_000076967849/?bc=100297969264
0.0,41.51835318394092,0,4,3.0,2363400,1.1760912590556813,https://suumo.jp/chintai/jnc_000076634523/?bc=100294391444
1016.5077711415008,41.43389814118405,31,3,2.0,1496795,0.8573324964312685,https://suumo.jp/chintai/jnc_000059575986/?bc=100297070228
220.94515598428748,23.363425959063047,20,12,4.0,17617168,0.9294189257142927,https://suumo.jp/chintai/jnc_000063069376/?bc=100280646880
958.8442415166264,23.363425959063047,20,10,7.0,1496795,0.919078092376074,https://suumo.jp/chintai/jnc_000076886869/?bc=100298586931
432.58629521370864,41.51835318394092,0,11,11.0,5006795,1.1522883443830565,https://suumo.jp/chintai/jnc_000075129620/?bc=100295052811
721.6038267890538,20.34486809575056,30,3,3.0,4034090,0.8129133566428556,https://suumo.jp/chintai/jnc_000076371066/?bc=100294515261
371.9061035517604,20.34486809575056,16,7,5.0,5865664,0.9956351945975499,https://suumo.jp/chintai/jnc_000073812889/?bc=100296337748
1692.3109888248991,23.363425959063047,2,13,11.0,5006795,1.0,https://suumo.jp/chintai/jnc_000068895307/?bc=100254073170
510.2509635423574,29.511726206524667,36,3,3.0,2448394,0.9294189257142927,https://suumo.jp/chintai/jnc_000043816223/?bc=100296588927
855.7168732054812,23.363425959063047,34,2,2.0,1442115,0.6720978579357175,https://suumo.jp/chintai/jnc_000045604593/?bc=100300189035
393.17477519736167,20.34486809575056,4,4,4.0,2081252,0.8692317197309762,https://suumo.jp/chintai/jnc_000061097832/?bc=100293284225
0.0,41.43389814118405,36,5,2.0,1854132,0.8976270912904415,https://suumo.jp/chintai/jnc_000076707629/?bc=100300764782
0.0,41.43389814118405,46,5,5.0,1545083,0.8976270912904415,https://suumo.jp/chintai/jnc_000077122154/?bc=100234859210
0.0,58.676715183246074,35,7,5.0,11969925,1.3053513694466237,https://suumo.jp/chintai/jnc_000076525887/?bc=100300629126
704.4882552688413,58.676715183246074,28,35,21.0,17617168,1.3617278360175928,https://suumo.jp/chintai/jnc_000077586995/?bc=100301504007
1762.952148402739,23.363425959063047,33,3,1.0,1442115,0.5910646070264992,https://suumo.jp/chintai/jnc_000076687813/?bc=100296718498
201.69440983847224,23.363425959063047,3,5,1.0,5006795,0.9493900066449128,https://suumo.jp/chintai/jnc_000062749037/?bc=100300228443
477.2960693301381,23.363425959063047,7,4,1.0,1496795,1.0293837776852097,https://suumo.jp/chintai/jnc_000077216847/?bc=100299278849
577.564870619863,23.363425959063047,31,2,1.0,2422709,0.8129133566428556,https://suumo.jp/chintai/jnc_000077560850/?bc=100301283694
637.8136983276086,41.51835318394092,46,3,3.0,4034090,0.8920946026904804,https://suumo.jp/chintai/jnc_000076950170/?bc=100284539833
1126.603615098967,41.43389814118405,44,2,2.0,1272955,0.7781512503836436,https://suumo.jp/chintai/jnc_000070522706/?bc=100283201935
1067.2664574117568,41.43389814118405,33,3,3.0,3411426,1.0791812460476249,https://suumo.jp/chintai/jnc_000075201923/?bc=100287573145
686.9463806020243,23.363425959063047,0,14,10.0,4517355,1.0472748673841794,https://suumo.jp/chintai/jnc_000075383483/?bc=100294037147
591.4840942743939,20.34486809575056,41,2,2.0,4034090,0.8450980400142568,https://suumo.jp/chintai/jnc_000031448761/?bc=100295433543
533.63322400715,58.676715183246074,35,3,1.0,1545083,1.021189299069938,https://suumo.jp/chintai/jnc_000077008532/?bc=100298365095
468.6954350099881,41.51835318394092,2,10,6.0,2147815,1.1702617153949575,https://suumo.jp/chintai/jnc_000074998691/?bc=100273704573
312.46362169489566,23.363425959063047,20,6,4.0,4517355,0.9444826721501687,https://suumo.jp/chintai/jnc_000065936577/?bc=100141380355
413.3505156790167,20.34486809575056,34,5,2.0,3157182,0.7708520116421442,https://suumo.jp/chintai/jnc_000076809510/?bc=100294714230
692.8430246667903,41.51835318394092,0,4,3.0,13430106,1.3096301674258988,https://suumo.jp/chintai/jnc_000076891478/?bc=100297598844
1572.6990844220954,23.363425959063047,0,7,4.0,1854132,0.8976270912904415,https://suumo.jp/chintai/jnc_000074548459/?bc=100275869684
668.9446530186427,23.363425959063047,19,12,12.0,16507437,0.9684829485539351,https://suumo.jp/chintai/jnc_000077365520/?bc=100300177122
393.17477519736167,23.363425959063047,47,3,2.0,2363400,0.9777236052888477,https://suumo.jp/chintai/jnc_000071589850/?bc=100279375786
